UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
8217,L55396,L,299.2,310.6,1370,61.9,42,0,No Failure
8218,L55397,L,299.1,310.6,1577,37.1,44,0,No Failure
8219,L55398,L,299.1,310.5,1485,37.8,46,0,No Failure
8220,L55399,L,299.0,310.4,1504,34.3,48,0,No Failure
8221,M23080,M,298.9,310.3,1551,35.2,50,0,No Failure
8222,M23081,M,299.1,310.5,1428,43.0,53,0,No Failure
8223,L55402,L,299.0,310.5,1755,27.9,56,0,No Failure
8224,L55403,L,299.1,310.5,1329,54.9,58,0,No Failure
8225,L55404,L,299.1,310.5,1496,35.2,60,0,No Failure
8226,L55405,L,299.1,310.5,1532,36.6,62,0,No Failure
8227,L55406,L,299.1,310.5,1389,61.4,64,0,No Failure
8228,M23087,M,299.1,310.4,1524,51.4,66,0,No Failure
8229,M23088,M,299.1,310.4,1422,49.3,69,0,No Failure
8230,L55409,L,299.1,310.5,1739,27.4,72,0,No Failure
8231,L55410,L,299.1,310.5,1736,26.9,74,0,No Failure
8232,L55411,L,299.1,310.5,1419,48.8,76,0,No Failure
8233,L55412,L,299.1,310.6,1326,49.7,78,0,No Failure
8234,M23093,M,299.1,310.6,1449,43.2,80,0,No Failure
8235,L55414,L,299.2,310.6,1534,39.7,83,0,No Failure
8236,M23095,M,299.2,310.6,1443,50.9,85,0,No Failure
8237,L55416,L,299.2,310.6,1498,41.1,88,0,No Failure
8238,L55417,L,299.1,310.6,1796,26.0,90,0,No Failure
8239,L55418,L,299.1,310.4,1519,45.3,92,0,No Failure
8240,L55419,L,299.0,310.4,1339,49.6,94,0,No Failure
8241,L55420,L,299.0,310.4,1483,41.5,96,0,No Failure
8242,M23101,M,298.9,310.2,2099,20.0,98,0,No Failure
8243,M23102,M,299.0,310.3,1689,29.7,101,0,No Failure
8244,H37657,H,299.1,310.4,1369,54.5,104,0,No Failure
8245,L55424,L,299.0,310.4,1512,38.8,109,0,No Failure
8246,M23105,M,299.0,310.3,1303,68.6,111,1,Power Failure
8247,L55426,L,299.0,310.3,1552,39.9,114,0,No Failure
8248,L55427,L,299.0,310.4,1713,28.0,116,0,No Failure
8249,L55428,L,298.9,310.3,1456,44.1,118,0,No Failure
8250,L55429,L,299.0,310.4,1524,39.8,120,0,No Failure
8251,M23110,M,299.0,310.4,1394,45.2,122,0,No Failure
8252,L55431,L,299.0,310.4,1981,21.2,125,0,No Failure
8253,L55432,L,299.0,310.4,1565,36.1,127,0,No Failure
8254,L55433,L,299.1,310.4,1657,31.0,129,0,No Failure
8255,M23114,M,299.0,310.4,1625,37.1,131,0,No Failure
8256,L55435,L,299.0,310.4,1606,31.1,134,0,No Failure
8257,H37670,H,299.0,310.5,1336,56.8,136,0,No Failure
8258,M23117,M,299.0,310.6,1587,34.2,141,0,No Failure
8259,L55438,L,299.1,310.6,1602,39.7,144,0,No Failure
8260,L55439,L,299.1,310.5,1471,38.4,146,0,No Failure
8261,H37674,H,299.1,310.6,1332,48.0,148,0,No Failure
8262,H37675,H,299.2,310.6,1434,48.4,153,0,No Failure
8263,L55442,L,299.1,310.6,1921,23.9,158,0,No Failure
8264,H37677,H,299.2,310.6,1704,30.6,160,0,No Failure
8265,M23124,M,299.1,310.6,1397,49.5,165,0,No Failure
8266,H37679,H,299.1,310.6,1791,28.0,168,0,No Failure
8267,L55446,L,299.1,310.6,1818,24.1,173,0,No Failure
8268,L55447,L,299.2,310.7,1540,36.3,175,0,No Failure
8269,M23128,M,299.2,310.8,1502,39.8,177,0,No Failure
8270,H37683,H,299.2,310.8,1761,30.4,180,0,No Failure
8271,M23130,M,299.1,310.8,1517,38.4,185,0,No Failure
8272,L55451,L,299.1,310.7,1309,51.1,188,0,No Failure
8273,L55452,L,298.9,310.6,1363,52.6,190,0,No Failure
8274,M23133,M,299.0,310.6,1787,22.2,192,0,No Failure
8275,L55454,L,298.9,310.5,1640,29.2,195,0,No Failure
8276,M23135,M,298.9,310.6,1720,25.3,197,0,No Failure
8277,L55456,L,298.8,310.5,1384,52.8,200,0,No Failure
8278,H37691,H,298.8,310.5,1294,55.8,202,0,No Failure
8279,L55458,L,298.8,310.5,1464,46.4,207,0,No Failure
8280,L55459,L,298.8,310.6,1803,25.4,209,0,No Failure
8281,L55460,L,298.8,310.6,1602,39.1,211,0,No Failure
8282,H37695,H,298.9,310.6,1519,38.8,213,0,No Failure
8283,M23142,M,298.9,310.7,1638,33.6,218,0,No Failure
8284,H37697,H,298.9,310.6,1615,33.0,221,0,No Failure
8285,L55464,L,298.8,310.6,1651,33.3,0,0,No Failure
8286,L55465,L,298.9,310.6,1387,52.7,2,0,No Failure
8287,M23146,M,298.8,310.5,1678,32.8,4,0,No Failure
8288,L55467,L,298.9,310.6,1585,38.1,7,0,No Failure
8289,M23148,M,298.8,310.6,1640,33.8,9,0,No Failure
8290,L55469,L,298.9,310.6,1406,43.8,12,0,No Failure
8291,M23150,M,298.9,310.6,1679,35.8,14,0,No Failure
8292,L55471,L,298.9,310.5,1717,26.9,17,0,No Failure
8293,H37706,H,298.9,310.5,1429,39.9,19,0,No Failure
8294,M23153,M,298.9,310.4,1533,44.4,24,0,No Failure
8295,M23154,M,298.9,310.5,1525,38.5,27,0,No Failure
8296,L55475,L,298.9,310.4,1739,26.3,30,0,No Failure
8297,L55476,L,298.9,310.3,1436,39.0,32,0,No Failure
8298,M23157,M,298.8,310.2,1595,33.1,34,0,No Failure
8299,H37712,H,298.7,310.1,1435,45.6,37,0,No Failure
8300,L55479,L,298.7,310.0,1637,31.8,42,0,No Failure
8301,L55480,L,298.7,310.1,1558,37.6,44,0,No Failure
8302,M23161,M,298.7,310.1,1644,34.1,46,0,No Failure
8303,L55482,L,298.7,310.1,1641,31.1,49,0,No Failure
8304,L55483,L,298.8,310.2,1504,41.0,51,0,No Failure
8305,M23164,M,298.7,310.1,1506,50.7,53,0,No Failure
8306,H37719,H,298.8,310.1,1380,44.0,56,0,No Failure
8307,M23166,M,298.7,310.1,1549,42.5,61,0,No Failure
8308,M23167,M,298.7,310.1,1402,69.7,64,1,Power Failure
8309,L55488,L,298.7,310.1,1401,45.3,67,0,No Failure
8310,M23169,M,298.7,310.0,1459,40.2,69,0,No Failure
8311,L55490,L,298.7,309.9,1465,39.7,72,0,No Failure
8312,M23171,M,298.8,310.0,1295,52.7,74,0,No Failure
8313,M23172,M,298.8,310.0,1529,38.5,77,0,No Failure
8314,M23173,M,298.8,310.0,1484,44.9,80,0,No Failure
8315,L55494,L,298.8,309.9,1739,30.6,83,0,No Failure
8316,H37729,H,298.7,309.8,1422,40.7,85,0,No Failure
8317,L55496,L,298.8,309.8,1463,40.0,90,0,No Failure
8318,L55497,L,298.7,309.7,1667,30.4,92,0,No Failure
8319,H37732,H,298.7,309.7,1565,39.3,94,0,No Failure
8320,L55499,L,298.7,309.7,1393,45.7,99,0,No Failure
8321,M23180,M,298.8,309.7,1453,47.7,101,0,No Failure
8322,L55501,L,298.8,309.6,1442,50.0,104,0,No Failure
8323,L55502,L,298.7,309.6,1364,44.9,106,0,No Failure
8324,H37737,H,298.7,309.5,1453,40.4,108,0,No Failure
8325,M23184,M,298.7,309.5,1394,46.0,113,0,No Failure
8326,M23185,M,298.7,309.5,1500,38.8,116,0,No Failure
8327,H37740,H,298.6,309.5,1523,34.2,119,0,No Failure
8328,M23187,M,298.7,309.6,1254,57.1,124,0,No Failure
8329,L55508,L,298.6,309.5,1325,52.2,127,0,No Failure
8330,L55509,L,298.8,309.7,1424,49.6,129,0,No Failure
8331,L55510,L,298.8,309.7,1505,39.0,131,0,No Failure
8332,M23191,M,298.8,309.7,1392,48.7,133,0,No Failure
8333,L55512,L,298.8,309.7,1529,44.0,136,0,No Failure
8334,M23193,M,298.8,309.7,1477,48.5,138,0,No Failure
8335,M23194,M,298.8,309.7,1459,47.3,141,0,No Failure
8336,M23195,M,299.0,309.8,2240,15.9,144,0,No Failure
8337,L55516,L,298.9,309.7,1449,48.8,147,0,No Failure
8338,M23197,M,298.8,309.7,1589,35.3,149,0,No Failure
8339,L55518,L,298.8,309.7,1740,28.5,152,0,No Failure
8340,M23199,M,298.8,309.7,1499,40.3,154,0,No Failure
8341,M23200,M,298.8,309.7,1480,38.1,157,0,No Failure
8342,L55521,L,298.8,309.7,1751,29.6,160,0,No Failure
8343,L55522,L,298.7,309.7,1510,40.6,162,0,No Failure
8344,H37757,H,298.8,309.8,1437,48.2,164,0,No Failure
8345,L55524,L,298.8,309.7,1609,40.4,169,0,No Failure
8346,H37759,H,298.8,309.8,1490,35.9,171,0,No Failure
8347,L55526,L,298.7,309.7,1601,35.7,176,0,No Failure
8348,L55527,L,298.7,309.6,1665,31.1,178,0,No Failure
8349,M23208,M,298.7,309.6,1452,42.7,180,0,No Failure
8350,M23209,M,298.7,309.5,1487,33.6,183,0,No Failure
8351,M23210,M,298.7,309.6,1382,48.1,186,0,No Failure
8352,M23211,M,298.7,309.6,1686,26.2,189,0,No Failure
8353,L55532,L,298.6,309.6,1491,36.9,192,0,No Failure
8354,L55533,L,298.7,309.6,1442,55.6,194,0,No Failure
8355,L55534,L,298.6,309.6,1390,50.3,196,0,No Failure
8356,L55535,L,298.7,309.6,1502,46.7,198,0,No Failure
8357,M23216,M,298.6,309.6,1344,59.4,200,0,No Failure
8358,L55537,L,298.5,309.5,1385,46.3,203,1,Tool Wear Failure
8359,L55538,L,298.7,309.7,1547,37.4,0,0,No Failure
8360,M23219,M,298.6,309.6,1525,42.4,2,0,No Failure
8361,L55540,L,298.6,309.6,1540,35.8,5,0,No Failure
8362,L55541,L,298.6,309.5,1450,44.3,7,0,No Failure
8363,L55542,L,298.6,309.6,1353,62.5,9,0,No Failure
8364,L55543,L,298.8,309.7,1582,45.0,11,0,No Failure
8365,L55544,L,298.9,309.8,1396,49.0,13,0,No Failure
8366,M23225,M,298.8,309.8,1551,36.6,15,0,No Failure
8367,M23226,M,298.9,309.8,1836,22.8,18,0,No Failure
8368,L55547,L,298.9,309.8,1390,49.9,21,0,No Failure
8369,L55548,L,298.9,309.8,1534,42.1,23,0,No Failure
8370,L55549,L,298.8,309.7,1953,20.6,25,0,No Failure
8371,L55550,L,298.8,309.8,1634,33.6,27,0,No Failure
8372,L55551,L,298.7,309.7,1881,21.7,29,0,No Failure
8373,M23232,M,298.8,309.7,1448,44.8,31,0,No Failure
8374,M23233,M,298.7,309.7,1362,50.5,34,0,No Failure
8375,L55554,L,298.8,309.7,1225,63.4,37,0,No Failure
8376,M23235,M,298.8,309.6,1384,48.2,39,0,No Failure
8377,L55556,L,298.8,309.8,1334,49.3,42,0,No Failure
8378,L55557,L,298.8,309.7,1336,50.3,44,0,No Failure
8379,M23238,M,298.8,309.9,1331,61.6,46,0,No Failure
8380,L55559,L,298.8,309.9,1629,31.9,49,0,No Failure
8381,L55560,L,298.9,310.0,1776,25.7,51,0,No Failure
8382,H37795,H,298.8,310.0,1530,38.3,53,0,No Failure
8383,L55562,L,298.9,310.0,1719,27.3,58,0,No Failure
8384,M23243,M,298.8,309.9,1495,35.2,60,0,No Failure
8385,L55564,L,298.8,309.7,1450,43.1,63,0,No Failure
8386,H37799,H,298.8,309.8,1563,38.8,65,0,No Failure
8387,M23246,M,298.9,309.9,1501,37.1,70,0,No Failure
8388,L55567,L,298.8,309.9,1351,47.2,73,0,No Failure
8389,L55568,L,298.9,309.9,1365,46.5,75,0,No Failure
8390,L55569,L,298.8,309.9,1525,39.7,77,0,No Failure
8391,M23250,M,298.8,309.8,1288,61.9,79,0,No Failure
8392,L55571,L,298.6,309.6,1423,42.7,82,0,No Failure
8393,M23252,M,298.5,309.6,1502,39.4,84,0,No Failure
8394,L55573,L,298.5,309.5,1428,43.5,87,0,No Failure
8395,M23254,M,298.6,309.5,1566,38.1,89,0,No Failure
8396,M23255,M,298.5,309.5,1483,44.8,92,0,No Failure
8397,H37810,H,298.6,309.6,1593,33.3,95,0,No Failure
8398,L55577,L,298.5,309.6,1724,26.4,100,0,No Failure
8399,L55578,L,298.5,309.7,2617,12.1,102,1,Power Failure
8400,L55579,L,298.6,309.7,1294,59.4,104,0,No Failure
8401,L55580,L,298.6,309.6,1533,40.7,106,0,No Failure
8402,H37815,H,298.5,309.4,1671,31.8,108,0,No Failure
8403,L55582,L,298.5,309.5,1370,52.4,113,0,No Failure
8404,L55583,L,298.5,309.6,1462,45.1,115,0,No Failure
8405,L55584,L,298.4,309.5,1545,36.6,117,0,No Failure
8406,M23265,M,298.4,309.5,1484,41.7,119,0,No Failure
8407,M23266,M,298.4,309.5,1344,45.3,122,0,No Failure
8408,L55587,L,298.4,309.5,1357,50.1,125,0,No Failure
8409,M23268,M,298.5,309.6,1572,33.0,127,0,No Failure
8410,L55589,L,298.5,309.6,1861,26.9,130,0,No Failure
8411,L55590,L,298.5,309.5,1548,44.5,132,0,No Failure
8412,L55591,L,298.6,309.8,1496,37.7,134,0,No Failure
8413,M23272,M,298.6,309.7,1314,49.7,136,0,No Failure
8414,M23273,M,298.6,309.7,1422,49.7,139,0,No Failure
8415,L55594,L,298.6,309.8,1842,20.1,142,0,No Failure
8416,M23275,M,298.7,309.9,1434,53.0,144,0,No Failure
8417,M23276,M,298.8,310.1,1585,31.3,147,0,No Failure
8418,H37831,H,298.8,310.1,1704,30.7,150,0,No Failure
8419,L55598,L,298.9,310.2,1971,23.2,155,0,No Failure
8420,L55599,L,299.0,310.3,1431,39.9,157,0,No Failure
8421,L55600,L,298.9,310.4,1546,37.7,159,0,No Failure
8422,L55601,L,298.9,310.3,1496,36.3,161,0,No Failure
8423,H37836,H,298.9,310.3,1243,63.0,163,0,No Failure
8424,L55603,L,299.0,310.4,1452,46.2,168,0,No Failure
8425,L55604,L,299.1,310.6,1380,44.7,170,0,No Failure
8426,L55605,L,299.2,310.6,1567,38.4,172,0,No Failure
8427,L55606,L,299.1,310.5,1628,35.9,174,0,No Failure
8428,L55607,L,299.1,310.4,1505,46.1,176,0,No Failure
8429,M23288,M,299.0,310.3,1827,28.0,178,0,No Failure
8430,L55609,L,299.0,310.3,1577,40.0,181,0,No Failure
8431,L55610,L,298.9,310.2,1304,57.2,183,0,No Failure
8432,H37845,H,298.9,310.1,1324,54.6,185,0,No Failure
8433,L55612,L,298.8,310.0,1537,39.9,190,0,No Failure
8434,M23293,M,298.8,310.1,1501,48.7,192,0,No Failure
8435,M23294,M,298.7,309.9,1654,29.1,195,0,No Failure
8436,M23295,M,298.7,310.0,1519,38.1,198,0,No Failure
8437,L55616,L,298.7,309.9,1371,51.3,201,0,No Failure
8438,L55617,L,298.7,309.8,1181,65.9,203,1,Overstrain Failure
8439,L55618,L,298.6,309.8,1469,42.8,205,0,No Failure
8440,L55619,L,298.6,309.8,1637,34.6,207,0,No Failure
8441,L55620,L,298.6,309.8,1370,56.0,0,0,No Failure
8442,L55621,L,298.6,309.9,1630,30.6,2,0,No Failure
8443,L55622,L,298.6,310.0,1517,39.0,4,0,No Failure
8444,M23303,M,298.6,309.9,1668,32.3,6,0,No Failure
8445,M23304,M,298.6,309.9,1818,24.9,9,0,No Failure
8446,M23305,M,298.6,310.0,1541,36.9,12,0,No Failure
8447,L55626,L,298.5,309.9,1482,42.1,15,0,No Failure
8448,L55627,L,298.6,310.1,1439,49.9,17,0,No Failure
8449,L55628,L,298.5,310.0,1492,41.2,19,0,No Failure
8450,L55629,L,298.4,309.9,1725,27.8,21,0,No Failure
8451,L55630,L,298.4,310.0,1559,44.2,23,0,No Failure
8452,L55631,L,298.5,310.0,1435,42.5,25,0,No Failure
8453,M23312,M,298.6,310.0,1512,37.5,27,0,No Failure
8454,L55633,L,298.6,309.9,1564,37.1,30,0,No Failure
8455,L55634,L,298.6,310.0,1522,40.3,32,0,No Failure
8456,L55635,L,298.6,309.9,1356,59.5,34,0,No Failure
8457,L55636,L,298.6,309.9,1556,38.6,36,0,No Failure
8458,L55637,L,298.6,309.9,1393,45.5,38,0,No Failure
8459,L55638,L,298.7,309.9,1753,26.8,40,0,No Failure
8460,L55639,L,298.7,309.9,1651,29.5,42,0,No Failure
8461,L55640,L,298.7,309.9,1372,54.7,44,0,No Failure
8462,L55641,L,298.7,309.9,1446,43.3,46,0,No Failure
8463,M23322,M,298.7,309.8,1501,44.7,48,0,No Failure
8464,M23323,M,298.7,309.9,1411,45.1,51,0,No Failure
8465,H37878,H,298.6,309.7,1672,27.5,54,0,No Failure
8466,M23325,M,298.7,309.8,1475,40.5,59,0,No Failure
8467,L55646,L,298.7,309.8,1469,38.4,62,0,No Failure
8468,L55647,L,298.6,309.8,1704,28.3,64,0,No Failure
8469,H37882,H,298.6,309.7,1463,39.1,66,0,No Failure
8470,M23329,M,298.6,309.7,1280,64.1,71,0,No Failure
8471,L55650,L,298.7,309.9,1464,38.0,74,0,No Failure
8472,L55651,L,298.6,309.8,1332,46.4,76,0,No Failure
8473,L55652,L,298.5,309.7,1634,37.8,78,0,No Failure
8474,M23333,M,298.6,309.8,1430,43.1,80,0,No Failure
8475,M23334,M,298.5,309.7,1523,44.6,83,0,No Failure
8476,M23335,M,298.5,309.7,1557,37.7,86,0,No Failure
8477,L55656,L,298.5,309.6,1585,32.2,89,0,No Failure
8478,H37891,H,298.5,309.6,1579,33.5,91,0,No Failure
8479,M23338,M,298.5,309.7,1354,60.8,96,0,No Failure
8480,L55659,L,298.6,309.7,1627,33.4,99,0,No Failure
8481,L55660,L,298.4,309.6,1477,35.6,101,0,No Failure
8482,M23341,M,298.3,309.4,1595,29.0,103,0,No Failure
8483,L55662,L,298.4,309.5,1520,38.1,106,0,No Failure
8484,L55663,L,298.3,309.4,1618,31.5,108,0,No Failure
8485,L55664,L,298.4,309.5,1397,50.3,110,0,No Failure
8486,L55665,L,298.4,309.5,1450,47.9,112,0,No Failure
8487,M23346,M,298.5,309.5,1501,40.2,114,0,No Failure
8488,L55667,L,298.4,309.4,1392,50.1,117,0,No Failure
8489,L55668,L,298.4,309.4,1385,43.2,119,0,No Failure
8490,L55669,L,298.4,309.4,1461,46.3,121,0,No Failure
8491,M23350,M,298.5,309.6,1364,58.7,123,0,No Failure
8492,L55671,L,298.5,309.5,1579,38.6,126,0,No Failure
8493,M23352,M,298.4,309.5,1514,38.8,128,0,No Failure
8494,M23353,M,298.3,309.5,1560,36.9,131,0,No Failure
8495,L55674,L,298.3,309.5,1542,36.7,134,0,No Failure
8496,L55675,L,298.3,309.4,1668,27.1,136,0,No Failure
8497,M23356,M,298.3,309.4,1816,22.6,138,0,No Failure
8498,M23357,M,298.3,309.4,1509,34.2,141,0,No Failure
8499,L55678,L,298.4,309.6,1479,37.8,144,0,No Failure
8500,L55679,L,298.4,309.6,1655,30.2,146,0,No Failure
8501,L55680,L,298.3,309.5,1711,30.3,148,0,No Failure
8502,L55681,L,298.4,309.7,1581,34.6,150,0,No Failure
8503,H37916,H,298.6,309.8,1279,55.9,152,0,No Failure
8504,L55683,L,298.5,309.8,1468,40.9,157,0,No Failure
8505,L55684,L,298.4,309.7,1419,41.3,159,0,No Failure
8506,L55685,L,298.4,309.7,1530,38.6,161,0,No Failure
8507,L55686,L,298.4,309.6,1710,27.3,163,1,No Failure
8508,L55687,L,298.4,309.7,1518,39.8,165,0,No Failure
8509,M23368,M,298.4,309.7,1679,33.3,167,0,No Failure
8510,M23369,M,298.4,309.7,1870,22.5,170,0,No Failure
8511,L55690,L,298.3,309.7,1484,44.3,173,0,No Failure
8512,L55691,L,298.4,309.7,1457,44.2,175,0,No Failure
8513,H37926,H,298.3,309.6,1546,36.2,177,0,No Failure
8514,M23373,M,298.2,309.5,1478,36.5,182,0,No Failure
8515,L55694,L,298.2,309.4,1447,47.1,185,0,No Failure
8516,L55695,L,298.2,309.4,1443,45.4,187,0,No Failure
8517,L55696,L,298.3,309.6,1527,30.9,189,0,No Failure
8518,M23377,M,298.3,309.6,1469,54.8,191,0,No Failure
8519,M23378,M,298.3,309.6,1681,27.1,194,0,No Failure
8520,L55699,L,298.3,309.6,1420,44.1,197,0,No Failure
8521,M23380,M,298.3,309.5,1543,49.9,199,0,No Failure
8522,L55701,L,298.4,309.5,1376,50.4,202,0,No Failure
8523,H37936,H,298.3,309.4,1631,29.8,0,0,No Failure
8524,H37937,H,298.3,309.3,1529,41.7,5,0,No Failure
8525,L55704,L,298.3,309.4,1468,46.2,10,0,No Failure
8526,L55705,L,298.3,309.4,1378,52.3,12,0,No Failure
8527,L55706,L,298.3,309.3,1401,51.9,14,0,No Failure
8528,L55707,L,298.4,309.3,1531,37.4,16,0,No Failure
8529,L55708,L,298.4,309.3,1512,35.8,18,0,No Failure
8530,M23389,M,298.5,309.4,1522,47.4,20,0,No Failure
8531,M23390,M,298.5,309.3,1615,31.8,23,0,No Failure
8532,L55711,L,298.6,309.3,1449,46.5,26,0,No Failure
8533,L55712,L,298.6,309.4,1315,55.5,28,0,No Failure
8534,M23393,M,298.6,309.4,1465,41.1,30,0,No Failure
8535,M23394,M,298.6,309.5,1404,43.3,33,0,No Failure
8536,L55715,L,298.6,309.5,1547,44.8,36,0,No Failure
8537,M23396,M,298.6,309.5,1426,45.4,38,0,No Failure
8538,L55717,L,298.6,309.5,1730,30.2,41,0,No Failure
8539,L55718,L,298.5,309.4,1548,37.7,43,0,No Failure
8540,L55719,L,298.5,309.4,1517,40.2,45,0,No Failure
8541,L55720,L,298.6,309.5,1687,29.3,47,0,No Failure
8542,L55721,L,298.5,309.5,1738,25.2,49,0,No Failure
8543,H37956,H,298.4,309.4,1512,35.3,51,0,No Failure
8544,M23403,M,298.5,309.4,1365,48.7,56,0,No Failure
8545,H37958,H,298.5,309.4,2011,21.0,59,0,No Failure
8546,L55725,L,298.4,309.3,1806,27.6,64,0,No Failure
8547,L55726,L,298.4,309.3,1716,28.4,66,0,No Failure
8548,M23407,M,298.4,309.4,1666,24.3,68,0,No Failure
8549,L55728,L,298.5,309.4,1578,36.3,71,0,No Failure
8550,L55729,L,298.3,309.3,1558,37.2,73,0,No Failure
8551,L55730,L,298.3,309.2,1456,45.5,75,0,No Failure
8552,M23411,M,298.2,309.1,1457,49.0,77,0,No Failure
8553,L55732,L,298.2,309.1,1467,44.5,80,0,No Failure
8554,M23413,M,298.1,309.0,1661,38.2,82,0,No Failure
8555,L55734,L,298.1,309.0,1592,33.9,85,0,No Failure
8556,L55735,L,298.2,309.0,1596,37.2,87,0,No Failure
8557,L55736,L,298.2,309.0,1489,40.6,89,0,No Failure
8558,L55737,L,298.3,309.0,1471,48.3,91,0,No Failure
8559,M23418,M,298.3,309.0,1505,41.3,93,0,No Failure
8560,L55739,L,298.3,309.0,1519,40.0,96,0,No Failure
8561,L55740,L,298.3,309.0,1408,45.4,98,0,No Failure
8562,L55741,L,298.2,308.9,1332,44.4,100,0,No Failure
8563,L55742,L,298.1,308.9,1351,52.4,102,0,No Failure
8564,L55743,L,298.0,308.9,1500,36.7,104,0,No Failure
8565,M23424,M,298.0,308.7,1614,30.7,106,0,No Failure
8566,L55745,L,298.0,308.8,1489,36.5,109,0,No Failure
8567,M23426,M,297.9,308.7,1751,26.6,111,0,No Failure
8568,L55747,L,298.0,308.7,1511,45.8,114,0,No Failure
8569,L55748,L,297.9,308.6,1691,29.6,116,0,No Failure
8570,L55749,L,297.9,308.6,1757,27.5,118,0,No Failure
8571,H37984,H,297.9,308.7,1545,35.9,120,0,No Failure
8572,L55751,L,297.9,308.6,2262,15.7,125,0,No Failure
8573,M23432,M,297.7,308.5,1559,35.2,127,0,No Failure
8574,L55753,L,297.6,308.4,1626,32.4,130,0,No Failure
8575,L55754,L,297.6,308.3,1424,53.9,132,0,No Failure
8576,M23435,M,297.6,308.3,1648,29.1,134,0,No Failure
8577,L55756,L,297.6,308.3,1523,39.5,137,0,No Failure
8578,L55757,L,297.6,308.3,1502,43.2,139,0,No Failure
8579,L55758,L,297.5,308.2,1489,40.7,141,0,No Failure
8580,M23439,M,297.4,308.1,1620,31.2,143,0,No Failure
8581,L55760,L,297.5,308.1,1631,30.6,146,0,No Failure
8582,M23441,M,297.5,308.0,1429,45.8,148,0,No Failure
8583,M23442,M,297.5,308.1,1334,72.0,151,1,Power Failure
8584,L55763,L,297.4,308.0,1423,38.0,154,0,No Failure
8585,L55764,L,297.4,307.9,1390,47.7,156,0,No Failure
8586,M23445,M,297.4,307.9,1338,48.5,158,0,No Failure
8587,H38000,H,297.3,307.9,1461,37.5,161,0,No Failure
8588,M23447,M,297.4,307.9,1627,34.3,166,0,No Failure
8589,L55768,L,297.3,307.8,1385,44.4,169,0,No Failure
8590,M23449,M,297.3,307.8,1538,48.0,171,0,No Failure
8591,L55770,L,297.4,307.9,1557,35.5,174,0,No Failure
8592,L55771,L,297.4,307.9,1606,33.4,176,0,No Failure
8593,M23452,M,297.5,308.0,1430,44.5,178,0,No Failure
8594,M23453,M,297.4,308.0,1601,34.6,181,0,No Failure
8595,L55774,L,297.4,308.0,1356,51.9,184,0,No Failure
8596,M23455,M,297.5,308.2,1624,30.9,186,0,No Failure
8597,L55776,L,297.5,308.2,1327,56.5,189,0,No Failure
8598,L55777,L,297.6,308.3,1410,47.0,191,0,No Failure
8599,L55778,L,297.6,308.3,1478,42.3,193,0,No Failure
8600,L55779,L,297.6,308.4,1460,40.3,195,0,No Failure
8601,L55780,L,297.5,308.3,1435,40.3,197,0,No Failure
8602,H38015,H,297.4,308.2,1359,46.9,199,0,No Failure
8603,L55782,L,297.4,308.1,1729,31.7,204,0,No Failure
8604,H38017,H,297.3,308.0,1384,49.1,206,0,No Failure
8605,L55784,L,297.4,308.2,1297,52.1,211,0,No Failure
8606,L55785,L,297.5,308.4,1633,33.3,213,0,No Failure
8607,M23466,M,297.5,308.4,1505,37.2,215,0,No Failure
8608,L55787,L,297.5,308.4,1433,50.0,218,0,No Failure
8609,L55788,L,297.4,308.4,1369,50.6,220,1,Overstrain Failure
8610,L55789,L,297.4,308.3,1475,40.5,222,1,Tool Wear Failure
8611,L55790,L,297.4,308.3,1561,38.3,0,0,No Failure
8612,L55791,L,297.4,308.3,1472,45.5,2,0,No Failure
8613,L55792,L,297.5,308.4,1441,44.5,4,0,No Failure
8614,M23473,M,297.5,308.5,1401,50.5,6,0,No Failure
8615,L55794,L,297.5,308.5,1691,33.1,9,0,No Failure
8616,L55795,L,297.6,308.6,1382,47.1,11,0,No Failure
8617,L55796,L,297.6,308.6,1355,46.4,13,0,No Failure
8618,L55797,L,297.6,308.6,1529,45.3,15,0,No Failure
8619,L55798,L,297.7,308.7,1829,24.9,17,0,No Failure
8620,H38033,H,297.6,308.6,1480,39.8,19,0,No Failure
8621,L55800,L,297.6,308.5,1475,42.4,24,0,No Failure
8622,M23481,M,297.6,308.5,1431,52.6,26,0,No Failure
8623,L55802,L,297.5,308.3,1437,42.3,29,0,No Failure
8624,M23483,M,297.5,308.3,1476,45.6,31,0,No Failure
8625,H38038,H,297.5,308.4,1490,39.7,34,0,No Failure
8626,L55805,L,297.4,308.3,1632,33.5,39,0,No Failure
8627,L55806,L,297.4,308.2,1402,49.7,41,0,No Failure
8628,L55807,L,297.4,308.3,1347,45.8,43,0,No Failure
8629,L55808,L,297.5,308.4,1747,31.0,45,0,No Failure
8630,H38043,H,297.5,308.5,1557,39.1,47,0,No Failure
8631,L55810,L,297.4,308.4,1371,57.4,52,0,No Failure
8632,H38045,H,297.3,308.3,1506,37.0,54,0,No Failure
8633,L55812,L,297.3,308.3,1590,35.5,59,0,No Failure
8634,L55813,L,297.4,308.3,1336,53.7,61,0,No Failure
8635,L55814,L,297.3,308.3,1411,43.2,63,0,No Failure
8636,L55815,L,297.4,308.3,1704,27.3,65,0,No Failure
8637,L55816,L,297.5,308.4,1723,27.3,67,0,No Failure
